Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.52,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.83,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.77,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.87,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.18,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.26,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.2,
SURVEY,2025,JAN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.71,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.27,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.85,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.76,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,31.7,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,22.7,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,30.5,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.29,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.666,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.1,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,163,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,144,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,173,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,35.1,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.44,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.271,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,12.9,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.5,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,12.6,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.8,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,7.1,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.2,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,29.3,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,30.2,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,29.1,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.94,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.49,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.08,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.5,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.61,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.84,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.67,
SURVEY,2025,JUL,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.18,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.4,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.52,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.98,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,33.4,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,22.2,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,27.6,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.47,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.623,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,14.6,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,165,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,141,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,177,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,36.2,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.81,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.264,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.4,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,14.2,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.3,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.7,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,7.33,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.4,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,30.7,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,31.7,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,29.8,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.28,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.8,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,7.19,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.81,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.45,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.04,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.93,
SURVEY,2025,JUN,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.24,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.09,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.79,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.46,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,33.5,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,20,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,31.1,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,33.3,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,26.8,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.57,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.619,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,158,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,144,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,168,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,37.8,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.58,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.264,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.8,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,14.6,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,14.2,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.6,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SORGHUM,"SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,7.43,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SOYBEANS,"SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,10.2,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,26.5,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, NON-OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,SUNFLOWER,"SUNFLOWER, OIL TYPE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,26.5,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.71,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.7,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.66,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, SPRING, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.72,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WHITE - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.43,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.55,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, HARD - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.54,
SURVEY,2025,MAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,WHEAT,"WHEAT, WINTER, RED, SOFT - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,5.8,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.04,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.07,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,BARLEY,"BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,6.29,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,BEANS,"BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,32,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,CANOLA,"CANOLA - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,23.6,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,27.2,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,CHICKPEAS,"CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED, (D),
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.64,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,COTTON,"COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.641,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,FLAXSEED,"FLAXSEED - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,13.1,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,176,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,144,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,HAY,"HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,191,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,LENTILS,"LENTILS - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,35.3,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,OATS,"OATS - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.71,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEANUTS,"PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB",TOTAL,NOT SPECIFIED,0.259,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,PEAS,"PEAS, DRY EDIBLE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.5,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.6,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, LONG GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,13.1,
SURVEY,2025,MAY,,NATIONAL,US TOTAL,,,,,,,,00000000,,RICE,"RICE, MEDIUM-SHORT GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.5,
